Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
DRC36,2671.9678421466874,OUT045
FDV21,488.0190823193677,OUT019
FDB53,3035.1707555333037,OUT046
DRP47,2091.094760237205,OUT019
FDA14,1911.3517120281908,OUT013
DRC24,3286.545732224523,OUT035
FDW21,1283.5565448039822,OUT018
NCH29,2060.3370958181945,OUT046
FDU58,2842.008603380298,OUT013
FDY27,2788.449726709659,OUT017
FDV56,1780.6281936767332,OUT035
FDT59,3712.558523484567,OUT046
FDB23,3688.399286482809,OUT046
FDR49,455.0528866116093,OUT045
FDB03,2001.32996385033,OUT010
FDN39,2579.1492353901745,OUT045
FDX02,5026.097168291655,OUT027
FDQ16,3574.7368635814596,OUT027
FDU35,1814.1710925932775,OUT018
NCT29,1733.3969445049788,OUT013
FDZ27,530.737232946258,OUT046
FDN57,2542.8402523691884,OUT017
FDA03,2221.410668439775,OUT018
FDZ36,3312.6224197161437,OUT045
NCU05,1413.753679485014,OUT013
FDT39,2303.117633090289,OUT018
FDK60,1587.1111767008488,OUT017
FDZ25,2741.917749007825,OUT017
FDG12,2239.871226524664,OUT046
DRB01,459.52139091488493,OUT019
NCC43,4623.032143933067,OUT027
FDX13,2072.8802713161917,OUT019
FDM22,1285.3678958997416,OUT049
FDJ03,1964.2911941390662,OUT027
FDU14,3605.641979989192,OUT018
FDB33,825.9681269114567,OUT010
FDP27,2817.9417565969457,OUT046
FDO38,-434.8333795980667,OUT010
FDE28,4497.923718730592,OUT027
FDO27,1629.276247395352,OUT035
DRL23,3021.3074905656713,OUT027
FDS28,629.2890878503163,OUT046
FDX24,1506.8947524709574,OUT013
FDZ02,1097.8127734475556,OUT035
FDL46,1618.6770420187931,OUT045
FDS60,4127.112001046662,OUT027
NCO06,519.6817906452719,OUT017
FDO16,1577.9467422057303,OUT035
FDC60,1549.7090185299016,OUT049
FDA48,3355.9377522338355,OUT018
FDZ36,4747.020010985374,OUT027
FDK27,1663.3846990366817,OUT045
FDW23,239.58664520237517,OUT018
FDM14,1949.1504312053257,OUT018
FDM14,2220.0679592916017,OUT013
FDW60,3060.1865840815017,OUT018
FDE21,2289.737437772978,OUT013
NCM42,1744.5852402098676,OUT035
FDY59,-324.2127290974116,OUT010
DRI49,1475.9430738307815,OUT049
FDT28,749.1796352636795,OUT019
FDQ22,244.14569142228015,OUT018
FDR60,849.4862035207145,OUT049
FDC50,-308.46282984979723,OUT019
FDV24,1922.2094285046005,OUT013
DRF48,584.6787200617114,OUT010
FDQ47,469.05798471997764,OUT046
DRN36,1625.2800657545536,OUT049
NCY06,2465.493037153512,OUT035
FDE52,2736.9571749414845,OUT035
NCB54,2257.2301453951154,OUT045
NCF31,2076.1377862513823,OUT035
FDJ08,4192.377985659206,OUT027
NCC07,1694.0354080346378,OUT017
NCD19,1895.797069002152,OUT027
FDL46,1774.2303234627016,OUT049
FDM20,3755.936591499632,OUT045
NCI06,951.6253897288254,OUT010
DRM11,4093.266243086847,OUT035
NCH07,2308.462681449476,OUT018
FDS23,2369.372304495348,OUT013
FDO49,321.33650993691674,OUT018
FDS35,1343.2944097028403,OUT049
DRK39,1329.9727118790195,OUT045
DRI39,1331.533734286513,OUT049
FDV04,2087.2332169289452,OUT017
NCN14,2871.4594505013665,OUT035
FDH08,3195.230129144413,OUT013
FDS20,2748.5628128023673,OUT046
FDV40,1410.1550800649757,OUT049
FDZ48,-183.55237535105687,OUT010
FDS24,2847.321770296169,OUT027
FDK44,2759.3580472930257,OUT049
FDS48,1875.6236590708445,OUT045
FDK26,1589.1925715153443,OUT010
FDD23,3331.0981144328257,OUT045
NCH54,2690.7950648594965,OUT017
NCP14,335.2524048661578,OUT010
FDM60,-1326.8351191988932,OUT010
FDV24,1983.983953511146,OUT017
FDH08,2891.8927558747937,OUT018
FDS12,3705.6589992644226,OUT027
FDR39,4691.579292905122,OUT027
FDP12,1859.8199720083621,OUT027
DRF60,5123.91043872179,OUT027
FDC09,1730.881648739004,OUT035
FDF50,3117.591158668033,OUT018
FDG28,3354.334141938352,OUT035
NCE19,1283.737751533788,OUT017
NCM53,-204.59217611969927,OUT010
NCN18,2256.5600269268357,OUT049
FDF32,2983.2928444299814,OUT035
FDF11,3816.526622388075,OUT013
DRI59,3748.4746552451866,OUT049
NCG54,3340.930599075687,OUT035
FDM44,1570.007005055433,OUT046
FDT57,3517.0642895423243,OUT018
FDV24,1876.8495661419083,OUT046
FDI50,1905.7654308758724,OUT019
FDS09,739.926729635036,OUT035
NCC31,3910.0680241660716,OUT027
FDQ07,1854.2243782037426,OUT019
FDC22,2924.099623353893,OUT017
FDZ56,2676.1424502229693,OUT046
FDZ40,-557.1181032874242,OUT019
FDS46,3088.865193001085,OUT027
DRD24,2424.790836972605,OUT045
FDV45,3499.9096575756853,OUT017
FDL26,3054.043669489837,OUT045
FDA56,2063.5570564299824,OUT018
FDN27,2218.716405640847,OUT046
FDM20,3895.383380446488,OUT049
FDO16,1523.7150392479193,OUT017
FDL03,3005.2211386374033,OUT035
FDE58,2171.3289604626293,OUT046
FDI02,3587.349249927995,OUT027
NCC55,-1385.117468162488,OUT019
FDR03,3251.637986224134,OUT018
FDB14,1572.7190145004865,OUT017
FDR45,3813.9662595100494,OUT013
NCN07,1876.9069734907735,OUT017
FDM51,-218.6808589622193,OUT019
FDT52,5222.768698232765,OUT027
FDL26,3093.4562945109456,OUT046
NCZ42,3741.7820551013115,OUT046
DRI47,763.7522204704635,OUT019
FDW40,2474.248404044286,OUT013
FDN34,3235.241597871313,OUT046
FDS01,2876.662852021438,OUT035
NCG55,2133.065527505053,OUT045
FDC11,2137.2134996346813,OUT035
FDX35,3430.240543673939,OUT018
NCB06,2560.451329361262,OUT046
FDR09,2180.90895901225,OUT019
FDC53,1646.5362117384543,OUT017
FDY45,3935.0796825320062,OUT013
FDA22,1388.6646783265842,OUT010
FDE02,1630.8255997160295,OUT035
FDW21,1479.1380109289073,OUT045
FDV34,1358.9778486890714,OUT046
FDS59,1736.919245562363,OUT049
NCW17,2433.3508388992627,OUT017
NCK54,2058.175546996317,OUT046
FDG17,2068.403685342278,OUT019
FDG35,2804.2372005901193,OUT017
FDD08,-1282.176507894605,OUT010
NCO07,3076.811919904602,OUT017
FDJ10,656.8678506368769,OUT010
FDW36,1681.3587316900876,OUT017
FDW21,-96.57335672877332,OUT010
FDY19,2371.3158057093356,OUT017
DRE03,627.8377610178168,OUT013
NCC55,511.55994679650075,OUT049
FDH52,-525.2797674137913,OUT010
FDO09,4054.5628810334697,OUT017
FDU43,3141.700906308127,OUT045
FDX09,1502.3351833996821,OUT010
FDH40,-334.4083652712742,OUT019
FDW58,1676.222062824525,OUT017
FDC47,3787.59682587649,OUT017
NCR41,2167.6268419197995,OUT035
DRG49,3997.493541491887,OUT035
FDC52,3337.4480908541323,OUT027
FDY13,1352.4870871530545,OUT046
FDY35,604.6363502454271,OUT013
FDI35,3427.060900508204,OUT017
NCU18,2528.2566492348647,OUT049
FDY33,2888.2201597084586,OUT018
FDC15,3349.48225293676,OUT027
FDU01,2897.5335360683325,OUT049
NCU42,3207.325976107037,OUT046
NCV29,2455.8018100321106,OUT018
NCY30,2856.5880041247847,OUT017
FDQ46,1707.7535634395613,OUT049
FDG58,3907.03783147682,OUT027
FDK33,3704.487113193199,OUT017
NCD07,1506.5851282990127,OUT045
NCX29,3832.8611205085294,OUT027
NCT42,2519.847738044199,OUT013
DRN59,671.5693809757493,OUT035
FDI44,1503.171613532643,OUT035
FDA45,2759.062648927528,OUT049
FDP31,1200.407891110261,OUT045
FDY01,2208.3262267927953,OUT046
FDT09,2145.405171393244,OUT018
DRH03,2326.4959336904026,OUT027
FDA36,2558.226890002511,OUT018
NCF31,2042.009619010993,OUT017
FDG14,3190.4195973468554,OUT049
FDG28,4608.077110406726,OUT027
FDU14,3942.672976692141,OUT049
FDY47,16.499086810213043,OUT019
FDI56,1567.226343599784,OUT049
DRD01,1281.1111363030718,OUT013
FDM22,1192.6520237342622,OUT046
FDH33,522.7458523549758,OUT013
DRZ24,2267.703645560564,OUT013
NCQ38,1572.4599241827964,OUT046
FDO16,2814.422785837062,OUT027
FDU07,3889.828781484966,OUT027
NCB07,3444.5700051735485,OUT013
FDU48,1175.287771361786,OUT045
NCM43,2571.1563385290037,OUT045
FDR31,704.4929690621038,OUT010
DRK49,270.92743978080637,OUT018
NCI30,1447.2955442588225,OUT010
DRD60,2885.7958483903644,OUT017
NCG19,3112.5749182432633,OUT046
FDH12,1732.164363234711,OUT035
FDM32,1017.1377903201128,OUT035
FDM27,2669.3230631657143,OUT035
NCU53,3404.137835124168,OUT027
NCQ18,2073.61754502924,OUT046
FDS10,2757.7665310833427,OUT013
FDB33,3977.1349711752296,OUT027
FDI12,1459.8712598345214,OUT013
NCW42,3073.809378463272,OUT013
NCC06,2671.4364428491645,OUT018
FDW02,2420.7260467950905,OUT017
NCD43,1084.6192200135156,OUT017
FDM57,1173.672172781566,OUT018
FDA58,3231.5646316874604,OUT017
FDK56,2718.7478821687055,OUT046
FDP52,3660.6871062533805,OUT045
FDW20,2047.693298855892,OUT018
FDS52,1665.1451619031136,OUT049
NCT29,1429.967499955835,OUT018
NCL54,3220.5939705777414,OUT013
FDC05,2833.550576970078,OUT045
FDF34,3037.3237104982863,OUT035
FDP03,3700.0596484975717,OUT027
FDD32,-368.9009532628669,OUT010
FDZ10,2271.281434428833,OUT045
FDZ40,1347.945157983068,OUT035
FDD51,225.1683135487283,OUT018
NCY30,962.9215984752709,OUT019
FDP58,3101.5452138251335,OUT017
FDV49,4085.239624639365,OUT017
FDY24,-1239.9883634908228,OUT019
NCO55,1685.5729028210148,OUT017
FDR13,1806.403172164974,OUT017
FDS51,1345.9740471373289,OUT017
FDP26,1460.3420150427607,OUT045
NCB54,3714.2228477164767,OUT027
FDF32,2927.1495206791556,OUT017
FDN31,2561.499868254442,OUT018
DRM48,1165.0358672743714,OUT017
FDN20,3316.5450973818747,OUT049
DRL01,3746.2802001003392,OUT046
FDV56,1718.182876104353,OUT049
DRH13,2444.4715294566977,OUT027
FDA03,2573.037327365937,OUT017
FDF47,4445.931959013573,OUT027
FDX32,2462.3984772536583,OUT046
FDX57,1605.403765268824,OUT049
NCA30,2710.8862816282585,OUT045
FDO49,608.5754111438487,OUT013
FDL04,373.76527320221953,OUT019
DRM48,1214.7500993074182,OUT035
FDR16,3585.992143815426,OUT013
NCC19,3123.2311380156643,OUT018
NCE42,3664.132370505856,OUT045
FDY24,686.9846831916874,OUT017
FDH19,2810.6030032485583,OUT049
FDJ46,3265.596702733668,OUT013
FDN45,1849.5135912407923,OUT010
FDY08,1994.6675800150379,OUT035
FDZ37,1560.920235926024,OUT035
NCT30,488.4027288098588,OUT045
DRY23,293.4818765214985,OUT018
NCZ30,2020.2309793588674,OUT018
FDC44,1930.042857040763,OUT018
FDB45,1736.3826404003007,OUT035
FDY04,2667.528638430011,OUT013
FDM27,2550.6033254530375,OUT046
FDZ43,3895.1365749341435,OUT017
FDT39,793.6336850327641,OUT019
NCC06,1147.3979369773494,OUT019
FDL15,3359.93784348097,OUT027
FDL57,4035.6893581947547,OUT017
FDU08,1523.9936615903246,OUT046
FDK40,4009.043759853334,OUT017
FDQ12,1355.809102369201,OUT010
FDS48,2025.4030139869556,OUT017
FDP09,3532.9001505739134,OUT045
FDW21,1613.938841140842,OUT049
FDY25,3434.250219380501,OUT035
DRE13,1577.0773514959255,OUT017
FDV43,-1251.9822446365836,OUT019
FDD22,2726.9930199298947,OUT045
FDM46,-305.1061928473249,OUT019
NCO30,971.7331433900943,OUT010
FDM25,2695.4324918857624,OUT046
NCN41,1807.9268816338586,OUT049
FDU24,1960.5207841014212,OUT045
FDZ50,3346.839201368506,OUT046
FDP45,3931.2065830183906,OUT013
NCM54,2245.586997991032,OUT045
FDW10,885.0974761570913,OUT019
FDP20,1854.7207475481805,OUT017
FDK32,3086.0770465585115,OUT046
FDN52,1538.22030790409,OUT049
FDM58,2152.1727086158867,OUT045
FDZ46,2995.9722418407823,OUT027
NCA18,1407.1944216308032,OUT018
FDD35,2252.419633816981,OUT046
NCK31,715.2503511400664,OUT035
FDI40,2931.406805198714,OUT027
FDT50,-263.9288694381845,OUT019
NCT06,2584.17656814217,OUT046
FDT31,2970.6357292374714,OUT035
FDT45,1254.9762536635526,OUT049
FDT13,2733.401177269876,OUT045
FDO50,1369.3712658745283,OUT045
NCU18,642.4012093762583,OUT010
NCR54,2904.89603972703,OUT049
NCO18,3055.252371055688,OUT018
FDU09,1739.9022900373348,OUT045
FDT13,2542.5040228159623,OUT018
FDE09,1637.9869727152213,OUT046
NCK53,335.341354747472,OUT019
FDG45,3648.9527175864437,OUT049
DRH15,676.4087894371778,OUT035
FDO21,1345.6933374262906,OUT019
FDD14,4147.623621280189,OUT027
FDC09,1583.8404220019831,OUT046
FDH45,1915.4884405279754,OUT027
FDV32,1264.3767662173557,OUT046
FDG12,2363.6825710931707,OUT035
FDS32,2484.5165944245514,OUT013
NCL55,3552.074196631831,OUT018
DRE01,3376.931475345219,OUT035
DRE15,1467.6351685298469,OUT049
NCL42,3753.7870944480387,OUT045
FDP31,1278.9892724612291,OUT013
FDN33,1227.5583602609563,OUT018
FDZ59,2632.7107466075563,OUT046
FDE45,1509.0652430961077,OUT010
FDJ07,1711.9091256673867,OUT013
FDQ45,2506.703648629009,OUT018
FDM33,4982.402514219713,OUT027
FDO15,-387.63784957114865,OUT010
FDM46,1511.1247823536414,OUT013
FDR03,3444.903807076484,OUT045
FDY49,2413.6159267698695,OUT018
FDQ60,1058.6137016835967,OUT045
FDW10,2792.799873695321,OUT049
FDO51,624.5852842886807,OUT049
FDJ40,1941.8779461136055,OUT018
FDS20,2497.353129016339,OUT018
FDU45,2285.073203211873,OUT013
FDV02,2790.290299271826,OUT035
FDN09,3205.3834459500354,OUT046
NCM55,4155.585044739637,OUT027
FDN23,2212.1513287326434,OUT018
FDY31,700.7305802430014,OUT010
FDW03,420.2871233123783,OUT010
FDD14,2753.142456381363,OUT046
FDV23,2394.2309495115237,OUT017
DRI03,2658.732607028672,OUT045
FDN13,1664.8812778318443,OUT035
FDF45,2627.4027498019686,OUT027
FDU46,1613.3080854785826,OUT035
FDB57,3766.6046969073864,OUT049
FDV12,2211.336741048391,OUT049
FDQ58,1914.4984138098553,OUT013
NCA18,1749.5547672259609,OUT017
FDH52,1339.2694611888805,OUT049
FDM24,2245.921613203149,OUT018
NCP43,4123.006755280392,OUT027
NCO18,1532.3887216995706,OUT019
FDM32,972.7376626090654,OUT017
NCL07,553.8495803672294,OUT017
FDK03,3932.7595398436174,OUT013
FDP59,1690.9503735288145,OUT017
FDQ24,3945.5837975670397,OUT049
FDQ16,1955.558706443805,OUT018
FDU44,2642.7803214486294,OUT013
FDH28,-1320.170755605449,OUT010
FDV28,-1378.2514315840763,OUT019
FDM22,1142.831538157943,OUT045
FDR56,3443.72126367179,OUT046
FDV39,2938.8935831460462,OUT049
FDU37,157.20982271603611,OUT019
FDQ11,1671.6976234360504,OUT010
FDX02,3589.9039621482398,OUT045
NCS42,1792.873437948785,OUT018
FDY57,2873.2187762885956,OUT027
FDB21,3852.1511185818786,OUT049
FDE28,3198.9039689407705,OUT017
FDQ55,2336.7637320541894,OUT017
FDA48,3717.3092221080656,OUT049
FDZ19,2635.1178523271296,OUT045
NCC43,3197.5892194017893,OUT045
NCV18,1946.3964299178197,OUT046
NCA42,2265.318254004719,OUT018
FDY45,3867.0402610139377,OUT046
NCC30,2664.712225091788,OUT045
FDM57,1477.8979350804957,OUT013
FDL09,272.7497876655111,OUT010
FDB09,3136.635803631111,OUT027
FDT44,1811.1143295534498,OUT035
NCT06,3968.5924671985435,OUT027
FDX26,2851.0886710010623,OUT049
FDK32,3142.24940669388,OUT013
DRA12,2429.7535047571287,OUT046
FDO46,1577.2402917359163,OUT010
FDE52,2608.131127589704,OUT013
NCH42,3647.4373530740227,OUT045
FDV08,594.9523908898932,OUT035
FDB47,2727.8831362274695,OUT018
FDC28,-244.53026897812117,OUT010
FDD22,2793.4903305776993,OUT046
FDS07,2995.252573785316,OUT027
DRI13,3571.0395674637634,OUT045
FDG32,3380.797142934426,OUT018
FDU14,3952.3277184648455,OUT017
FDD28,-627.128564677487,OUT019
NCP41,1721.9973886758366,OUT017
FDS08,2808.530410821804,OUT049
FDX47,2540.9482747879374,OUT045
FDC53,-184.247446382475,OUT019
FDQ19,3936.8378657411918,OUT035
FDL14,2521.4637248600006,OUT045
FDM33,1821.2675282376,OUT019
FDA51,2142.7657165840587,OUT045
FDZ27,289.52948995521956,OUT018
FDT04,455.29302717117275,OUT046
DRC13,1828.0813058639405,OUT049
FDR16,4952.266951612986,OUT027
FDQ03,4543.77245385656,OUT027
FDE38,3372.5127330227233,OUT035
DRH23,2012.3789037083675,OUT027
FDT11,1072.540652892428,OUT019
FDD09,3448.188968778329,OUT035
FDR40,1359.2064828953996,OUT045
FDX07,2820.660041410801,OUT017
FDR07,1096.6072679310298,OUT035
FDA51,2308.054978181082,OUT017
FDT59,1945.0023126798656,OUT019
FDF20,3557.474873245053,OUT017
FDR13,1634.7100146672185,OUT045
FDY26,3668.3265041365007,OUT049
FDW04,2424.361747985817,OUT017
FDK52,3756.3948960573484,OUT017
FDN60,2653.5248143289805,OUT049
FDM09,342.5514459671215,OUT019
FDP46,1494.9884460147596,OUT049
FDB50,-423.10665458297933,OUT019
NCQ29,2830.879541050315,OUT049
FDP16,5217.205966826914,OUT027
FDX33,2330.9948195895713,OUT018
FDP07,1186.4711443670985,OUT010
FDN22,3819.368911618168,OUT046
FDF39,4054.370202302515,OUT049
FDS21,799.4086515001868,OUT017
NCM42,1621.1542834821435,OUT013
FDK50,818.7531319652437,OUT019
DRF13,3881.559285128236,OUT027
FDH35,2348.530687968492,OUT018
FDP60,1211.6559738990431,OUT018
DRJ49,3730.7417484738367,OUT027
NCT42,718.0282946574625,OUT019
FDE38,3322.4539498316885,OUT049
FDI04,3000.9602488516725,OUT049
NCH54,2505.183658196283,OUT045
FDT56,753.8674717238162,OUT049
DRD15,2934.9933116224465,OUT018
FDV58,2860.808458762798,OUT013
FDP21,3498.563684920254,OUT049
FDH05,3770.905450276336,OUT013
FDR10,3996.562892960282,OUT027
NCP06,1857.507641084198,OUT045
FDF33,2252.67483091424,OUT049
DRK37,3435.3368593067867,OUT013
DRH49,810.5367882325716,OUT045
FDT58,2675.6885718822014,OUT013
FDD41,1319.4930596661773,OUT018
FDP40,1393.6842830493626,OUT018
FDM51,2942.074461513091,OUT027
FDO45,-335.80463364332115,OUT010
FDW33,-215.53382422673292,OUT010
FDY24,537.9079630340306,OUT045
FDB10,1350.9210708751043,OUT010
FDM40,2543.62344669737,OUT035
NCI06,2843.683078862377,OUT017
FDW12,697.7794225543373,OUT019
FDX48,3383.441074409158,OUT027
NCW05,4098.976804763128,OUT027
FDX27,1589.0248648337356,OUT017
DRM37,3417.1659919106437,OUT045
FDA38,3182.326967399032,OUT045
FDR36,495.180181037912,OUT046
FDZ45,2877.3768681948563,OUT046
FDG05,2639.4927878416734,OUT017
FDK28,3962.971171545935,OUT013
FDV47,1362.0848193229294,OUT045
FDN21,2514.750206938792,OUT045
FDP20,3130.9310524851676,OUT027
FDI35,3269.4166164343374,OUT045
DRY23,589.9973657828165,OUT013
FDA56,2412.907509254572,OUT017
FDB09,1776.7426267810897,OUT013
NCO26,3614.194095969749,OUT027
FDQ49,1746.4734608880572,OUT018
FDI52,3080.0583307601723,OUT027
FDZ44,3080.0361844037793,OUT027
FDZ09,2363.581314016098,OUT018
FDY03,1760.8313462184105,OUT049
NCG42,2418.8056796323513,OUT017
DRI13,5018.796412999503,OUT027
FDQ32,2375.4388809577695,OUT013
FDW16,2224.1251458917986,OUT035
FDU27,1096.0884955537895,OUT046
FDR28,838.8297194531274,OUT010
FDQ49,211.3440575221466,OUT010
FDS37,1671.758130219932,OUT046
FDW26,2819.1694723996625,OUT018
FDX12,3515.6138971638893,OUT018
NCP06,1959.2111248512856,OUT013
FDW45,687.0262515160562,OUT010
NCN30,1585.0873021114232,OUT049
FDN24,1265.2293462350776,OUT049
NCL41,1814.6283466732084,OUT027
FDR02,459.9628520559779,OUT019
FDD09,1509.9324262694913,OUT010
FDS33,-232.07616148137265,OUT010
FDU22,2192.07575222103,OUT045
FDI53,2615.7048026751736,OUT013
DRH01,2821.5165266044355,OUT049
FDX32,2475.9670296817467,OUT013
NCP30,223.46357421654648,OUT018
FDB60,2828.8650843096725,OUT045
FDB14,1570.0975583106037,OUT049
NCP02,1354.5509998320879,OUT035
FDJ10,2543.6427770812393,OUT017
FDG34,1625.080803955953,OUT046
NCB18,1548.6779730913322,OUT017
FDM16,1441.7300872222372,OUT049
FDW25,1176.8928307835795,OUT018
FDB35,-289.4528140040701,OUT010
DRN11,2479.558644771328,OUT013
FDF41,2067.840575351254,OUT019
FDH16,1399.9978488812058,OUT045
NCQ50,3264.6565717445164,OUT018
DRH23,379.7000026589599,OUT018
DRJ37,2570.729269043999,OUT013
DRJ24,4186.844237710788,OUT027
FDY16,3447.8522636746566,OUT035
FDQ27,1524.0342464069329,OUT045
FDZ33,1835.9166842089276,OUT045
FDF29,2331.9298954720994,OUT045
FDA08,2699.439302100684,OUT049
FDG31,684.0352810231932,OUT046
FDE34,1124.6352958956793,OUT019
NCR30,2119.59549782752,OUT027
FDV33,4072.8469450256566,OUT035
DRZ24,2037.9437316233716,OUT018
NCL54,3302.9009594218514,OUT035
FDR12,2810.6100923748604,OUT049
NCC54,3777.5246092446937,OUT046
DRN59,595.8662813226097,OUT013
FDX50,-131.59830412534268,OUT019
FDV31,3504.0243647673,OUT027
NCA29,4049.9773569931044,OUT027
FDW60,3395.1593821178353,OUT049
FDX08,2884.301129377275,OUT017
DRD49,3778.817047447929,OUT013
FDD33,3652.896268619118,OUT046
FDW35,569.1067404236953,OUT013
FDJ36,1666.8479568290995,OUT017
FDV51,2787.4231070438937,OUT035
FDW36,1593.2437684518877,OUT046
FDH35,2603.651848033792,OUT046
NCS30,3693.7106738203224,OUT027
FDN49,589.3348329076761,OUT017
FDL08,3541.1539645912535,OUT018
FDI09,3776.444707797938,OUT013
FDP19,2025.9884067929343,OUT018
FDU21,-1322.9691272862956,OUT010
NCP41,1549.5190416935038,OUT045
FDY10,2262.4600259176123,OUT013
FDP12,224.9987624971684,OUT018
NCN26,2276.1761999817986,OUT049
FDK44,2703.126306315405,OUT013
FDC28,1664.0309619478508,OUT049
FDJ41,5368.117147547604,OUT027
NCT29,1850.6265296636461,OUT035
NCH42,1928.5954986823967,OUT019
FDU60,2962.521053398874,OUT018
FDS02,3311.3971838822795,OUT045
FDC51,2298.509269482346,OUT046
FDU03,2783.353111330571,OUT013
FDX39,3525.6994445322985,OUT045
NCY05,-1336.1653748683225,OUT010
NCL06,4721.8082441302995,OUT027
FDD32,1535.626768077539,OUT035
NCN41,1658.424629266678,OUT045
NCX53,2505.9761347286217,OUT049
FDU57,755.3552331254512,OUT019
FDQ23,1580.8541716603709,OUT046
FDQ52,3787.6590220535204,OUT045
FDC14,459.08569512206634,OUT045
FDY09,1708.3998071973592,OUT035
FDQ28,3088.7413940760944,OUT045
FDV25,3616.0955656034434,OUT046
FDJ07,1801.238140485414,OUT035
DRB25,1719.1763420274729,OUT049
FDK52,1846.4938104521275,OUT019
FDY52,2050.243599651874,OUT027
FDB28,2868.02356362827,OUT046
FDT36,558.0978714279822,OUT035
FDV25,3731.2196057106153,OUT017
NCN07,3161.3436645719225,OUT027
FDC57,2974.0450186818384,OUT017
FDQ03,2914.195478588359,OUT018
FDU23,2732.2849066569966,OUT017
NCX41,3107.7883137149956,OUT035
NCD06,667.9867061498655,OUT035
FDW08,1478.22343398962,OUT045
NCU29,2570.7343885665205,OUT017
NCE06,2034.6751756963258,OUT013
FDV52,445.99854937799455,OUT010
FDB02,3400.676299276996,OUT017
NCR18,443.5051497520777,OUT045
FDK16,2146.5019389452987,OUT049
NCQ29,929.7982950472367,OUT010
FDZ01,-144.81642456301677,OUT019
FDW27,2676.773287491762,OUT035
FDD17,3519.1968480858886,OUT018
FDW39,2694.9172089866556,OUT013
DRH59,702.4546876015186,OUT045
FDS52,1618.0718835473126,OUT013
FDU40,4263.275431871345,OUT027
NCF54,2723.1312067634276,OUT013
FDH46,1526.7916264625485,OUT045
NCP14,2209.96116955776,OUT049
FDH50,2856.208537827019,OUT049
DRF15,189.89394250942723,OUT010
FDV27,2863.8389264470184,OUT027
NCJ06,1791.760253393748,OUT049
FDN02,3266.3994477257766,OUT018
FDQ51,614.7798408053227,OUT049
FDQ07,3761.4967665569025,OUT017
FDS45,2284.8268168480176,OUT049
NCJ06,1650.7823671192702,OUT045
FDD36,1830.7189645460435,OUT035
FDY25,3247.7619830229473,OUT045
FDU52,1945.6345791468325,OUT046
DRK47,3809.7052647189244,OUT017
NCL30,2413.002181366143,OUT017
FDN22,3971.84687051211,OUT035
